山西龙江保险公估有限公司	保险公估机构	2019-7-26	请选择	
中国建设银行股份有限公司太原迎新街支行	保险兼业代理	未知	 	
中国建设银行股份有限公司宁武支行	保险兼业代理	未知	 	
华夏银行股份有限公司太原分行	保险兼业代理	未知	 	
华夏银行股份有限公司太原水西门街支行	保险兼业代理	未知	 	
中国光大银行股份有限公司太原分行	保险兼业代理	未知	 	
中国工商银行股份有限公司五台支行	保险兼业代理	未知	 	
中国工商银行股份有限公司交口支行	保险兼业代理	未知	 	
中国工商银行股份有限公司介休支行	保险兼业代理	未知	 	
中国工商银行股份有限公司翼城支行	保险兼业代理	未知	 	
中国工商银行股份有限公司河津支行	保险兼业代理	未知	 	
中国工商银行股份有限公司古交支行	保险兼业代理	未知	 	
中国工商银行股份有限公司潞城支行	保险兼业代理	未知	 	
中国工商银行股份有限公司襄垣支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治潞矿支行	保险兼业代理	未知	 	
中国工商银行股份有限公司大营盘支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原五一路支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原万柏林支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原太钢支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原西山支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原世纪广场支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原迎宾路支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原建设路支行	保险兼业代理	未知	 	
中国工商银行股份有限公司山西省分行营业部	保险兼业代理	未知	 	
中国工商银行股份有限公司壶关支行	保险兼业代理	未知	 	
中国工商银行股份有限公司运城解放路支行	保险兼业代理	未知	 	
中国工商银行股份有限公司忻州长征街支行	保险兼业代理	未知	 	
中国工商银行股份有限公司临猗支行	保险兼业代理	未知	 	
中国工商银行股份有限公司绛县支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原湖滨支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治汇通支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治五马支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治郊区支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治西关支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治城区支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治八一路支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治南街支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治故县支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治山化支行	保险兼业代理	未知	 	
中国工商银行股份有限公司沁源支行	保险兼业代理	未知	 	
中国工商银行股份有限公司忻州牡丹支行	保险兼业代理	未知	 	
中国工商银行股份有限公司定襄支行	保险兼业代理	未知	 	
中国工商银行股份有限公司原平支行	保险兼业代理	未知	 	
中国工商银行股份有限公司晋中中都支行	保险兼业代理	未知	 	
中国工商银行股份有限公司晋中经纬支行	保险兼业代理	未知	 	
中国工商银行股份有限公司晋中道北支行	保险兼业代理	未知	 	
中国工商银行股份有限公司榆社支行	保险兼业代理	未知	 	
中国工商银行股份有限公司昔阳支行	保险兼业代理	未知	 	
中国工商银行股份有限公司寿阳支行	保险兼业代理	未知	 	
中国工商银行股份有限公司祁县支行	保险兼业代理	未知	 	
中国工商银行股份有限公司平遥支行	保险兼业代理	未知	 	
中国工商银行股份有限公司襄汾支行	保险兼业代理	未知	 	
中国工商银行股份有限公司霍州支行	保险兼业代理	未知	 	
中国工商银行股份有限公司乡宁支行	保险兼业代理	未知	 	
中国工商银行股份有限公司蒲县支行	保险兼业代理	未知	 	
中国工商银行股份有限公司运城分行	保险兼业代理	未知	 	
中国工商银行股份有限公司永济支行	保险兼业代理	未知	 	
中国工商银行股份有限公司芮城支行	保险兼业代理	未知	 	
中国工商银行股份有限公司新绛支行	保险兼业代理	未知	 	
中国工商银行股份有限公司闻喜支行	保险兼业代理	未知	 	
中国工商银行股份有限公司夏县支行	保险兼业代理	未知	 	
中国工商银行股份有限公司垣曲支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原高新技术开发区支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治开发区支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原解放路支行	保险兼业代理	未知	 	
中国工商银行股份有限公司晋中牡丹支行	保险兼业代理	未知	 	
中国工商银行股份有限公司太原并州支行	保险兼业代理	未知	 	
中国工商银行股份有限公司灵石支行	保险兼业代理	未知	 	
中国工商银行股份有限公司侯马支行	保险兼业代理	未知	 	
中国工商银行股份有限公司万荣支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长治支行	保险兼业代理	未知	 	
中国工商银行股份有限公司黎城支行	保险兼业代理	未知	 	
中国工商银行股份有限公司长子支行	保险兼业代理	未知	 	
中国工商银行股份有限公司洪洞支行	保险兼业代理	未知	 	
山西省邮政公司大同市分公司	保险兼业代理	未知	 	
榆社县邮政局	保险兼业代理	未知	 	
阳高县邮政局	保险兼业代理	未知	 	
蒲县邮政局	保险兼业代理	未知	 	
霍州市邮政局	保险兼业代理	未知	 	
侯马市邮政局	保险兼业代理	未知	 	
大同市邮政局云冈分局	保险兼业代理	未知	 	
大同市邮政局迎宾分局	保险兼业代理	未知	 	
大同市邮政局南郊分局	保险兼业代理	未知	 	
大同县邮政局	保险兼业代理	未知	 	
晋城市邮政局巴公邮政支局	保险兼业代理	未知	 	
广灵县邮政局	保险兼业代理	未知	 	
右玉县邮政局	保险兼业代理	未知	 	
新绛县邮政局	保险兼业代理	未知	 	
汾阳市邮政局	保险兼业代理	未知	 	
孝义市邮政局	保险兼业代理	未知	 	
大宁县邮政局	保险兼业代理	未知	 	
寿阳县邮政局	保险兼业代理	未知	 	
山西省太原市邮政局钟楼街邮政支局	保险兼业代理	未知	 	
山西省太原市邮政局并州路邮政支局	保险兼业代理	未知	 	
山西省太原市邮政局义井邮政支局	保险兼业代理	未知	 	
山西省太原市邮政局和平北邮政支局	保险兼业代理	未知	 	
山西省太原市邮政局迎泽西邮政支局	保险兼业代理	未知	 	
中国工商银行股份有限公司临县支行	保险兼业代理	未知	 	
中国工商银行股份有限公司中阳支行	保险兼业代理	未知	 	
中国工商银行股份有限公司汾阳支行	保险兼业代理	未知	 	
中国工商银行股份有限公司柳林支行	保险兼业代理	未知	 	
中国工商银行股份有限公司交城支行	保险兼业代理	未知	 	
中国工商银行股份有限公司吕梁石州支行	保险兼业代理	未知	 	
中国工商银行股份有限公司孝义支行	保险兼业代理	未知	 	
中国银行股份有限公司应县支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州神头电厂支行	保险兼业代理	未知	 	
中国银行股份有限公司山阴支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州开发区支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州西城支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州体育路支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州新市区支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州平朔支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州市分行	保险兼业代理	未知	 	
中国银行股份有限公司朔州朔城区支行	保险兼业代理	未知	 	
中国银行股份有限公司朔州平鲁区支行	保险兼业代理	未知	 	
中国银行股份有限公司介休支行	保险兼业代理	未知	 	
中国银行股份有限公司河津禹门支行	保险兼业代理	未知	 	
中国银行股份有限公司晋中市分行	保险兼业代理	未知	 	
中国银行股份有限公司灵石支行	保险兼业代理	未知	 	
中国银行股份有限公司晋中开发区支行	保险兼业代理	未知	 	
中国银行股份有限公司晋中顺城街支行	保险兼业代理	未知	 	
中国银行股份有限公司太谷支行	保险兼业代理	未知	 	
中国银行股份有限公司祁县支行	保险兼业代理	未知	 	
中国银行股份有限公司运城北城支行	保险兼业代理	未知	 	
中国银行股份有限公司闻喜支行	保险兼业代理	未知	 	
中国银行股份有限公司运城禹都大道支行	保险兼业代理	未知	 	
中国银行股份有限公司晋中锦纶路支行	保险兼业代理	未知	 	
中国农业银行股份有限公司屯留县支行	保险兼业代理	未知	 	
中国农业银行股份有限公司晋中建东支行	保险兼业代理	未知	 	
中国农业银行股份有限公司阳泉城区支行	保险兼业代理	未知	 	
中国农业银行股份有限公司太原市学府支行	保险兼业代理	未知	 	
中国农业银行股份有限公司太原市水西关支行	保险兼业代理	未知	 	
中国农业银行股份有限公司阳泉复寿支行	保险兼业代理	未知	 	
中国农业银行股份有限公司长治城区支行	保险兼业代理	未知	 	
中国建设银行股份有限公司曲沃支行	保险兼业代理	未知	 	
中国建设银行股份有限公司运城北城分理处	保险兼业代理	未知	 	
中国建设银行股份有限公司临汾华门支行	保险兼业代理	未知	 	
中国建设银行股份有限公司晋城分行	保险兼业代理	未知	 	
中国建设银行股份有限公司晋城新市东街支行	保险兼业代理	未知	 	
中国建设银行股份有限公司阳城支行	保险兼业代理	未知	 	
中国建设银行股份有限公司高平支行	保险兼业代理	未知	 	
中国建设银行股份有限公司临汾东城支行	保险兼业代理	未知	 	
中国工商银行股份有限公司临汾城建支行	保险兼业代理	未知	 	
中国工商银行股份有限公司临汾银苑支行	保险兼业代理	未知	 	
中国工商银行股份有限公司运城河东支行	保险兼业代理	未知	 	
中国工商银行股份有限公司运城牡丹支行	保险兼业代理	未知	 	
中国工商银行股份有限公司晋中分行	保险兼业代理	未知	 	
大同市邮政局车站分局	保险兼业代理	未知	 	
大同市邮政局新荣分局	保险兼业代理	未知	 	
